Id,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
3997,Arabica,immaculata john,"Tanzania, United Republic Of",mviwambi coffee farmers,,,A057,mviwambi coffee farm,100/2000,"ruvuma, mbinga",Immaculata John,100,60 kg,Africa Fine Coffee Association,2015/2016,"November 16th, 2015",Immaculata John,Bourbon,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,81.17,0.12,0,0,Green,2,"November 15th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,100,2000,1050
3998,Arabica,andreas kussmaul,Mexico,exportadora café california,,exportadora café california,016-2028-042,exportadora café california,1200,"chiapas, jaltenango",Exportadora Café California,275,1 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,"June 25th, 2015",ANDREAS KUSSMAUL,Caturra,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,81.17,0.12,0,0,Green,10,"June 24th, 2016",Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,3441698871fa609a44ce947e8944ee42eb4428b9,9894541e8065ee718165a1d432389d114defc38c,m,1200,1200,1200
3999,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,,el patalillo,5-019-0118,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,275,18975 kg,Specialty Coffee Association of Costa Rica,2015,"May 22nd, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,81.17,0.11,0,0,Bluish-Green,0,"May 21st, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1400,1300
4000,Arabica,,Honduras,los hicaques,,cigrah,13-111-037,cigrah,1450 mals,central region,Reinerio Zepeda,275,1 kg,Instituto Hondureño del Café,2015,"March 11th, 2015",,Catuai,Natural / Dry,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,81.17,0.13,0,0,Green,1,"March 10th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
4001,Arabica,松澤宏樹 koju matsuzawa,Thailand,,,,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",20,20 kg,Specialty Coffee Institute of Asia,2014,"February 15th, 2015",松澤宏樹 Koju Matsuzawa,Caturra,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,81.17,0.12,0,0,Blue-Green,0,"February 15th, 2016",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1400,1500,1450
4002,Arabica,victoria,Philippines,"irisan, baguio",,green beans,123/300/01,s3v international importing,1200 masl,corillera administrative,"COFFEE FOR PEACE,INC.",2,2 kg,Specialty Coffee Association,2014,"January 8th, 2015",Victoria,Typica,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,81.17,0,0,0,None,4,"January 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200,1200,1200
4003,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",ampcg,,taylor winch (t) ltd,C18,taylor winch (t) ltd,1550,mbinga,Taylor Winch (T) ltd,320,60 kg,Africa Fine Coffee Association,2014,"December 17th, 2014",Taylor Winch (T) Ltd,Bourbon,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,81.17,0.12,0,0,Bluish-Green,2,"December 17th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1550,1550,1550
4004,Arabica,afca,Malawi,makoka valley estate,,r.w.j. wallace ltd,C16,r.w.j wallace ltd,990-1000m,southern- zomba,R.W.J. Wallace Ltd,300,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Caturra,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,81.17,0.12,0,0,Green,12,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,990,1000,995
4005,Arabica,eric thormaehlen,Costa Rica,various,,coricafe sa,5-0048-0126,coricafe s.a.,1200-1400,central valley,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"May 9th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,81.17,0.11,0,0,Green,3,"May 9th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1400,1300
4006,Arabica,bourbon specialty coffees,Brazil,juliana,,,002/454-2/0379,bourbon specialty coffees,,monte carmelo,JOSE RENATO BAIARDI,300,1 kg,NUCOFFEE,2013,"February 4th, 2014",BOURBON SPECIALTY COFFEES,Catuai,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,81.17,0.11,0,0,Green,3,"February 4th, 2015",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,NA,NA,NA
4007,Arabica,julio perez hernandez,Mexico,,,"tapachula, chiapas",0,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,AMECAFE,2012,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Typica,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,81.17,0.13,3,0,Green,7,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1800,1800,1800
4008,Arabica,the coffee source inc.,Guatemala,finca quequesquez,,finca quequesquez,11-183-25,the coffee source inc.,1450,oriente,Finca Quequesquez,250,1 kg,Specialty Coffee Association,2012,"August 20th, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,81.17,0.12,0,0,Green,4,"August 20th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1450,1450,1450
4009,Arabica,nucoffee,Brazil,fazenda são sebastião,,,002/1251/0182,nucoffee,1000m,south of minas,Bruno de Andrade Frota,17,60 kg,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,81.17,0.12,0,0,Green,1,"January 22nd, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1000,1000,1000
4010,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,,,,kona,,4,100 lbs,Specialty Coffee Association,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10,7.75,81.17,0.04,3,0,,0,"September 21st, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
4011,Arabica,kerchanshe,Ethiopia,,1,dry mill,010/0475/0522,kerchanshe trading plc,0,sidamo,Kerchanshe trading plc,300,60 kg,Specialty Coffee Institute of Asia,2016,"July 14th, 2017",KERCHANSHE,,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,81.08,0.11,0,0,,1,"July 14th, 2018",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,NA,NA,NA
4012,Arabica,gregorio sebba,Brazil,fazenda são josé mirante,14,garca armazens,,garca armazens,695,alta paulista (sao paulo),José Olavo Boechat,500,60 kg,Specialty Coffee Association,2016,"June 21st, 2017",Gregorio Sebba,Mundo Novo,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,81.08,0.11,5,0,Green,8,"June 21st, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,695,695,695
4013,Arabica,rolando lacayo,Nicaragua,cafetales santa matilde,,beneficio san carlos,017/001/652,"comercial internacional exportadora, s.a.",1100 m.o.s.l.,jinotega,ROLANDO LACAYO,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,"March 28th, 2015",Rolando Lacayo,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,81.08,0.11,0,0,,1,"March 27th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,1100,1100,1100
4014,Arabica,wali ali,United States,,,juanana coffee association,n/a,conscious bean coffee,5600 feet,central america,JuanAna Coffee Association,1,5 lbs,Specialty Coffee Association,2014,"March 4th, 2015",Wali Ali,Pache Comun,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,81.08,0,0,0,,0,"March 3rd, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1706.88,1706.88,1706.88
4015,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",mwalyego amcos,,taylor winch (t) ltd,C006,taylor winch (t) ltd,1456,"iwala village, mbeya rural",Taylor Winch (T) ltd,54,60 kg,Africa Fine Coffee Association,2014,"January 2nd, 2015",Taylor Winch (T) Ltd,Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,81.08,0.13,0,0,Green,2,"January 2nd, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1456,1456,1456
4016,Arabica,the coffee source inc.,Costa Rica,santa laura,,la eva,5-545-0005,the coffee source inc.,1500 mts,naranjo,Several,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"December 18th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,81.08,0.13,0,0,Green,0,"December 18th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1500,1500,1500
4017,Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,,hacienda alto grande,,"hacienda alto grande, llc.",2800 ft,yauco region,Hacienda Alto Grande,18,5 lbs,Specialty Coffee Association,2013,"May 28th, 2014",German Negron,Other,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,81.08,0,0,0,Green,0,"May 28th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,853.44,853.44,853.44
4018,Arabica,obed rendon ponce,Mexico,"san fernando, chiapas",,"san fernando, chiapas",0,cafetera el grande s.a. de c.v.,1650,san fernando,MEDINA PEDRERO PRODUCTOS AGRÍCOLAS SA DE CV,100,1 kg,AMECAFE,2012,"September 14th, 2012",OBED RENDON PONCE,Typica,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,81.08,0.13,5,0,None,16,"September 14th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1650,1650,1650
4019,Arabica,diego manuel woolrich ramirez,Mexico,cafetal sinai,,cafetal sinai,"1405833052, 1405833062",,1300,santo reyes nopala,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",30,1 kg,AMECAFE,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,81.08,0.12,0,0,Green,2,"September 4th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300,1300,1300
4020,Arabica,gerardo hernandez valderrabano,Mexico,,,santa maria siltepec,1955,comercializadora profesional mexicana s.a. de c.v.,1642,santa maria sitepec,ETMAR DIDIER ROBLERO LOPEZ,40,1 kg,AMECAFE,2012,"August 30th, 2012",GERARDO HERNANDEZ VALDERRABANO,Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08,0.11,0,0,Green,5,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1642,1642,1642
4021,Arabica,balbino ramirez flores,Mexico,el desmoronado,,el desmoronado,0,,1200,talpa de allende,BALBINO RAMIREZ FLORES,15,1 kg,AMECAFE,2012,"July 3rd, 2012",BALBINO RAMIREZ FLORES,Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08,0.1,0,0,Green,1,"July 3rd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200,1200,1200
4022,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2200304,kpfc,,,,2,100 lbs,Specialty Coffee Association,2012,"February 13th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,81.08,0.06,0,0,Blue-Green,0,"February 12th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
4023,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,43104350 - K25247,dry mill,002/4542/0044,bourbon specialty coffees,,grama valley,GABRIEL CARVALHO DIAS,300,59 kg,Brazil Specialty Coffee Association,,"January 16th, 2018",BOURBON SPECIALTY COFFEES,Bourbon,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,81,0.11,0,6,Green,9,"January 16th, 2019",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,NA,NA,NA
4024,Arabica,consejo salvadoreño del café,El Salvador,santa josefita,1-198,beneficio cuzcachapa,09-030-273,soc. coop. cuzcachapa de r.l.,1450,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",100,69 kg,Salvadoran Coffee Council,2017,"August 28th, 2017",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,81,0,0,2,Green,6,"August 28th, 2018",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1450,1450,1450
4025,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,43103820 - K24258 - 030/16,dry mill,002/4542/0966,bourbon specialty coffees,,grama valley,GABRIEL DE CARVALHO DIAS,300,59 kg,Brazil Specialty Coffee Association,2016 / 2017,"September 9th, 2016",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81,0.11,0,2,Bluish-Green,3,"September 9th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,NA,NA,NA
4026,Arabica,juan luis alvarado romero,Guatemala,chapultepec,11/23/0506,beneficio ixchel,11/23/0506,"unex guatemala, s.a.",3280,norte,CHAPULTEPEC,120,69 kg,Asociacion Nacional Del Café,2016,"August 2nd, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81,0.09,0,0,Green,8,"August 2nd, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,3280,3280,3280
4027,Arabica,racafe & cia s.c.a,Colombia,,3-37-4378,bachue,3-37-4378,racafe & cia s.c.a,1600,guayata,,43,70 kg,Almacafé,2016,"July 22nd, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81,0,0,4,Green,4,"July 22nd, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1600,1600
4028,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0706,"unex guatemala, s.a.",4000psn,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2015,"July 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81,0.11,0,0,Green,1,"July 22nd, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
4029,Arabica,"lin, che-hao krude 林哲豪",Taiwan,jing jing café 晶晶坊青山咖啡教室,,jing jing café 晶晶坊青山咖啡教室,Taiwan,taiwan coffee laboratory,758m,"dongshan dist., tainan city 臺南市東山區",HU KUEI CHING 胡桂青,10,5 kg,Specialty Coffee Association,2015,"May 6th, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,81,0.12,0,0,Bluish-Green,0,"May 5th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,758,758,758
4030,Arabica,mayra yessenia torres,Honduras,el cerron,,,13-132-92,"olam honduras, s.a.",1350 snn,san marcos,NELSON MELGAR & REGINO MELGAL,275,18975 kg,Instituto Hondureño del Café,2014,"January 26th, 2015",Mayra Yessenia Torres,Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81,0.12,0,0,Green,1,"January 26th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
4031,Arabica,bourbon specialty coffees,Brazil,,,,002/4542/0275,bourbon specialty coffees,,cerrado,,300,60 kg,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,81,0.12,0,0,Green,0,"January 15th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,NA,NA,NA
4032,Arabica,mlimani ngarashi,"Tanzania, United Republic Of",rural cooperative society,,rafiki (coffee) limited,C23,mlimani ngarashi,1525 m,arusha,Mlimani Ngarashi,1,60 kg,Africa Fine Coffee Association,2014,"December 15th, 2014",Mlimani Ngarashi,Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,81,0.12,0,0,Green,5,"December 15th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1525,1525,1525
4033,Arabica,kyagalanyi ltd,Uganda,kapchorwa,,kyagalanyi coffee ltd,0,kyagalanyi coffee ltd,1700,eastern,Kyagalanyi coffee Ltd,320,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kyagalanyi Ltd,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,81,0.12,0,0,Green,3,"June 30th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1700,1700,1700
4034,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,taiwan hao ka 台灣好咖莊園,,taiwan hao ka 台灣好咖莊園,,blossom valley宸嶧國際,1100 m,nantou,Zhou hong xiu 周紅秀,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,81,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1100,1100,1100
4035,Arabica,doi tung development project,Thailand,doi tung development project,,doi tung development project,10589010,doi tung development project,800++,thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,"May 29th, 2013",Doi Tung Development Project,,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,81,0,0,0,Green,3,"May 29th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
4036,Arabica,alejandro garcia palacios,Mexico,finca el gavilancillo,,finca la fortuna,1506558878,industrializadora de kaffee andes s.a. de c.v.,950,"motozintla, chiapas",MARTHA PALACIOS,10,1 kg,AMECAFE,2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81,0.12,0,0,Green,12,"September 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,950,950,950
4037,Arabica,organizaciones de productores de cafe colimense,Mexico,,,organizacion union de ejidos adolfo lopez mateos,2671,organizaciones de productores de cafe colimense sa de cv,1100,adolfo lopez mateos,COOP,200,1 kg,AMECAFE,2012,"July 3rd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81,0,0,0,Green,8,"July 3rd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
4038,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,八杞莊園,1,non,,八杞莊園,200,taiwan,蕭閔家,150,1 kg,Blossom Valley International,2017,"December 8th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,80.92,0,0,0,Blue-Green,0,"December 8th, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,200,200,200
4039,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0689,beneficio ixchel,11/23/0689,"unex guatemala, s.a.",1901,oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0,Green,2,"August 23rd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1901,1901,1901
4040,Arabica,lydiah mwangi,Kenya,thiririka/maara,CN 70741,ckcm/nkg,,c dorman ltd,1600,kiambu,thiririka/Thima,150,60 kg,Kenya Coffee Traders Association,2017,"July 7th, 2017",Lydiah Mwangi,SL28,Washed / Wet,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,80.92,0.11,0,0,Green,3,"July 7th, 2018",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1600,1600,1600
4041,Arabica,grupo santab s.a de c.v.,Mexico,finca monte azúl,240LVCF,cafetal la orduña,,grupo santab s.a. de c.v.,1100,veracruz,Jose Oscar Garza Sardaneta,240,69 kg,Centro Agroecológico del Café A.C.,2017,"May 12th, 2017",Grupo Santab S.A de C.V.,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92,0.11,0,0,Green,11,"May 12th, 2018",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1100,1100,1100
4042,Arabica,min hlaing,Myanmar,sithar coffee farm,,local made,unspecified,"sithar coffee co., ltd.",3500 ft,pyinoolwin,Min Hlaing,2,2 kg,Coffee Quality Institute,2015,"July 17th, 2015",Min Hlaing,Other,Other,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,80.92,0,0,0,,5,"July 16th, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc1cf4c2f4d7,0f62c9236e3ff5c4921da1e22a350aa99482779d,ft,1066.8,1066.8,1066.8
4043,Arabica,eileen koyanagi,United States (Hawaii),,,,KP121714,kona pacific farmers cooperative,,kona,,7,100 lbs,Specialty Coffee Association,2014,"January 13th, 2015",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,80.92,0.1,2,0,Bluish-Green,5,"January 13th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
4044,Arabica,karatu estate,"Tanzania, United Republic Of",karatu estate,,karatu estate,C002,karatu estate,1700,"manyara, karatu",Karatu Estate,250,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Karatu Estate,Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92,0.12,0,0,Green,0,"December 18th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700,1700,1700
